1,48,1
2,309,1
2,1720,1
4,893,1
5,204,1
6,646,1
7,1306,1
7,2220,1
8,23,1
8,1019,1
8,1048,1
8,1085,1
8,1160,1
8,1344,1
8,1372,1
8,1770,1
8,1811,1
8,1823,1
8,1938,1
8,2213,1
9,1216,1
10,1898,1
11,25,1
11,42,1
11,68,1
11,181,1
11,223,1
11,289,1
11,304,1
11,404,1
11,532,1
11,636,1
11,806,1
11,907,1
11,938,1
11,1089,1
11,1129,1
11,1179,1
11,1379,1
11,1419,1
11,1604,1
11,1736,1
11,1887,1
11,2084,1
11,2249,1
12,1033,1
13,1644,1
14,655,1
14,1136,1
14,1640,1
17,395,1
18,907,1
19,443,1
20,808,1
20,959,1
20,1260,1
20,1324,1
20,1720,1
20,1855,1
20,1911,1
20,2124,1
21,477,1
22,2128,1
22,2373,1
23,249,1
23,303,1
23,624,1
23,981,1
23,1080,1
23,1530,1
23,1639,1
24,695,1
24,1546,1
24,1765,1
24,2128,1
25,53,1
25,164,1
25,214,1
25,331,1
25,501,1
25,661,1
25,687,1
25,699,1
25,784,1
25,974,1
25,1013,1
25,1042,1
25,1093,1
25,1146,1
25,1155,1
25,1203,1
25,1216,1
25,1225,1
25,1236,1
25,1245,1
25,1267,1
25,1621,1
25,1797,1
25,1830,1
25,1833,1
25,2153,1
25,2158,1
25,2300,1
25,2342,1
26,784,1
27,784,1
28,71,1
29,1368,1
29,1379,1
30,355,1
30,461,1
30,561,1
31,933,1
32,420,1
32,466,1
32,1652,1
33,394,1
34,972,1
35,358,1
36,1003,1
37,550,1
37,1498,1
37,1983,1
38,68,1
38,508,1
38,709,1
38,736,1
38,743,1
38,1293,1
39,1112,1
40,1379,1
40,1596,1
40,1657,1
40,2097,1
41,284,1
42,933,1
43,1097,1
43,1560,1
43,2098,1
43,2192,1
43,2200,1
44,634,1
44,1714,1
44,2111,1
44,2120,1
45,1884,1
46,221,1
47,2200,1
48,194,1
49,408,1
49,527,1
49,1538,1
49,1564,1
49,1710,1
49,1846,1
50,970,1
51,2339,1
52,938,1
53,1601,1
54,69,1
54,186,1
54,1944,1
55,138,1
55,230,1
55,316,1
55,321,1
55,1034,1
55,1063,1
55,1065,1
55,1256,1
55,1257,1
55,1638,1
56,2302,1
57,63,1
57,205,1
57,262,1
57,488,1
57,590,1
57,625,1
57,656,1
57,715,1
57,720,1
57,806,1
57,808,1
57,860,1
57,888,1
57,995,1
57,1019,1
57,1093,1
57,1138,1
57,1585,1
57,1647,1
57,1961,1
58,823,1
59,645,1
60,390,1
62,1463,1
63,26,1
63,496,1
63,1680,1
63,2213,1
64,2373,1
65,2132,1
66,57,1
67,1683,1
68,798,1
69,199,1
69,223,1
69,503,1
69,798,1
69,830,1
69,866,1
69,984,1
69,1045,1
69,1168,1
69,1507,1
69,1544,1
69,1562,1
69,1645,1
69,1735,1
69,1738,1
69,1743,1
69,1824,1
69,1887,1
69,1893,1
69,1931,1
69,1961,1
69,2043,1
69,2058,1
69,2061,1
69,2062,1
69,2161,1
69,2175,1
69,2208,1
69,2211,1
69,2222,1
69,2262,1
69,2293,1
69,2324,1
69,2345,1
69,2374,1
70,1565,1
71,838,1
73,151,1
74,606,1
75,1728,1
76,918,1
77,2115,1
78,1142,1
79,1543,1
80,10,1
80,458,1
80,502,1
80,1052,1
80,1092,1
80,1947,1
80,2121,1
81,1639,1
82,112,1
84,2034,1
85,256,1
85,762,1
86,56,1
86,309,1
86,592,1
86,804,1
86,836,1
86,987,1
86,1376,1
86,1500,1
86,1501,1
86,2130,1
86,2257,1
87,634,1
87,804,1
87,808,1
87,1873,1
87,1901,1
87,1983,1
87,2044,1
88,1221,1
89,2299,1
90,2374,1
91,422,1
91,1372,1
91,2062,1
92,1824,1
94,861,1
95,59,1
96,57,1
96,58,1
96,156,1
96,210,1
96,340,1
96,476,1
96,489,1
96,512,1
96,550,1
96,553,1
96,586,1
96,590,1
96,652,1
96,762,1
96,960,1
96,1025,1
96,1026,1
96,1093,1
96,1355,1
96,1458,1
96,1623,1
96,1838,1
96,2076,1
96,2136,1
96,2251,1
96,2337,1
96,2362,1
98,553,1
99,141,1
99,144,1
99,375,1
99,689,1
99,947,1
99,1424,1
99,1538,1
99,1562,1
99,1715,1
99,1781,1
99,2168,1
100,1139,1
101,54,1
102,635,1
102,913,1
102,2133,1
103,959,1
105,1033,1
108,460,1
109,536,1
110,1300,1
111,60,1
111,272,1
111,2274,1
111,2337,1
112,529,1
113,692,1
113,945,1
113,2284,1
114,1277,1
115,954,1
116,1039,1
117,65,1
118,746,1
120,597,1
120,1560,1
121,799,1
122,235,1
122,460,1
122,520,1
122,855,1
122,1413,1
122,1437,1
122,1449,1
122,1486,1
122,1544,1
122,1598,1
122,1704,1
122,1830,1
122,2047,1
122,2207,1
122,2334,1
122,2340,1
123,1849,1
124,1096,1
126,1543,1
128,304,1
129,379,1
130,254,1
130,910,1
130,1539,1
130,1612,1
131,874,1
132,1539,1
133,1531,1
134,1403,1
135,595,1
136,358,1
136,522,1
136,586,1
136,595,1
136,650,1
136,668,1
136,988,1
136,990,1
136,1452,1
136,1746,1
137,179,1
137,365,1
137,2208,1
138,928,1
138,936,1
138,982,1
139,1545,1
141,53,1
142,26,1
142,492,1
142,2253,1
143,1171,1
144,866,1
144,1831,1
144,2079,1
145,162,1
145,1450,1
147,1480,1
149,191,1
150,26,1
150,492,1
151,175,1
151,1944,1
152,1508,1
153,2128,1
154,495,1
155,1544,1
155,2340,1
156,103,1
156,1007,1
156,1332,1
156,2340,1
157,304,1
158,339,1
159,869,1
160,294,1
160,304,1
160,411,1
160,441,1
160,863,1
160,901,1
160,1088,1
160,1145,1
160,1221,1
160,1249,1
160,1374,1
160,1941,1
160,1978,1
160,2278,1
161,1836,1
162,1647,1
162,2374,1
163,836,1
163,2130,1
163,2257,1
164,1820,1
165,1983,1
166,44,1
166,80,1
166,85,1
166,111,1
166,200,1
166,290,1
166,358,1
166,497,1
166,498,1
166,514,1
166,520,1
166,552,1
166,602,1
166,752,1
166,806,1
166,882,1
166,914,1
166,925,1
166,928,1
166,936,1
166,982,1
166,1082,1
166,1104,1
166,1379,1
166,1386,1
166,1401,1
166,1409,1
166,1416,1
166,1645,1
166,1662,1
166,1715,1
166,1757,1
166,1764,1
166,1820,1
166,1826,1
166,1887,1
166,1896,1
166,2291,1
166,2307,1
166,2325,1
168,558,1
168,1967,1
169,1983,1
170,56,1
170,72,1
170,128,1
170,197,1
170,202,1
170,435,1
170,466,1
170,515,1
170,596,1
170,605,1
170,687,1
170,717,1
170,831,1
170,834,1
170,1032,1
170,1033,1
170,1047,1
170,1213,1
170,1220,1
170,1255,1
170,1276,1
170,1378,1
170,1896,1
170,1946,1
170,1978,1
170,1997,1
170,1998,1
170,2011,1
170,2104,1
170,2175,1
171,202,1
171,756,1
171,1772,1
171,1978,1
171,2100,1
172,1378,1
172,2336,1
173,238,1
174,1762,1
175,6,1
175,26,1
175,87,1
175,93,1
175,127,1
175,135,1
175,186,1
175,347,1
175,357,1
175,395,1
175,462,1
175,481,1
175,493,1
175,618,1
175,625,1
175,635,1
175,688,1
175,692,1
175,733,1
175,810,1
175,879,1
175,887,1
175,893,1
175,929,1
175,938,1
175,988,1
175,1115,1
175,1146,1
175,1193,1
175,1195,1
175,1265,1
175,1273,1
175,1336,1
175,1364,1
175,1383,1
175,1503,1
175,1636,1
175,1661,1
175,1671,1
175,1681,1
175,1712,1
175,1787,1
175,1788,1
175,1820,1
175,1932,1
175,2021,1
175,2223,1
175,2240,1
177,1352,1
177,2205,1
178,123,1
181,144,1
181,533,1
181,591,1
181,613,1
181,634,1
181,814,1
181,1056,1
181,1258,1
181,1313,1
181,1430,1
181,1536,1
181,1544,1
181,1815,1
181,1887,1
181,1940,1
181,1985,1
181,2028,1
181,2029,1
181,2065,1
181,2121,1
181,2297,1
182,2126,1
183,1397,1
183,1695,1
184,1375,1
185,706,1
185,1987,1
186,1282,1
188,2265,1
189,309,1
189,1410,1
190,165,1
191,513,1
193,1448,1
194,4,1
195,1050,1
195,2016,1
195,2044,1
196,867,1
197,161,1
197,507,1
197,1545,1
198,1830,1
199,259,1
200,394,1
200,547,1
201,355,1
201,1159,1
201,1179,1
201,1772,1
202,223,1
203,834,1
203,1396,1
203,1657,1
204,754,1
205,1098,1
209,10,1
210,2293,1
211,1706,1
212,1590,1
213,80,1
214,705,1
214,1213,1
214,2203,1
214,2215,1
214,2308,1
215,837,1
216,89,1
216,157,1
216,312,1
216,355,1
216,386,1
216,579,1
216,591,1
216,611,1
216,636,1
216,691,1
216,731,1
216,839,1
216,853,1
216,854,1
216,882,1
216,914,1
216,936,1
216,982,1
216,1001,1
216,1093,1
216,1111,1
216,1144,1
216,1221,1
216,1224,1
216,1250,1
216,1299,1
216,1332,1
216,1409,1
216,1416,1
216,1453,1
216,1477,1
216,1637,1
216,1757,1
216,1803,1
216,1884,1
216,1896,1
216,1908,1
216,2018,1
216,2100,1
216,2287,1
216,2303,1
216,2340,1
218,1373,1
219,579,1
219,2100,1
219,2166,1
221,914,1
221,1221,1
222,202,1
222,579,1
222,606,1
222,1144,1
222,2100,1
222,2105,1
222,2122,1
223,2304,1
224,312,1
224,606,1
224,670,1
224,884,1
224,960,1
224,966,1
224,972,1
224,979,1
224,1229,1
224,1901,1
224,2040,1
224,2100,1
225,769,1
226,1640,1
228,2100,1
229,1924,1
229,1936,1
230,347,1
231,1232,1
232,1657,1
233,394,1
234,755,1
235,406,1
235,2133,1
236,1067,1
237,1125,1
237,1967,1
240,1282,1
241,938,1
242,25,1
242,42,1
242,71,1
242,248,1
242,386,1
242,1110,1
242,1293,1
242,1378,1
242,1379,1
242,1471,1
242,1701,1
243,743,1
243,946,1
244,2,1
244,47,1
244,181,1
244,272,1
244,431,1
244,593,1
244,615,1
244,628,1
244,703,1
244,816,1
244,835,1
244,906,1
244,946,1
244,982,1
244,1027,1
244,1055,1
244,1092,1
244,1257,1
244,1262,1
244,1287,1
244,1480,1
244,1632,1
244,1643,1
244,1728,1
244,1906,1
244,2027,1
244,2170,1
244,2198,1
244,2242,1
245,1650,1
246,68,1
246,218,1
248,2,1
248,162,1
248,492,1
248,511,1
248,726,1
248,1301,1
248,1319,1
248,1328,1
248,1510,1
248,1592,1
248,1678,1
248,1734,1
248,1744,1
248,1765,1
248,1795,1
248,1808,1
248,1826,1
248,2071,1
248,2213,1
249,26,1
250,463,1
250,1298,1
251,417,1
252,6,1
252,554,1
252,748,1
252,880,1
252,1227,1
252,1374,1
252,1639,1
252,1930,1
252,1932,1
252,1937,1
252,2002,1
253,195,1
253,225,1
253,307,1
253,1021,1
253,2200,1
253,2329,1
254,1134,1
255,1392,1
256,157,1
256,201,1
256,443,1
256,828,1
256,867,1
256,874,1
256,1222,1
256,2283,1
257,2078,1
258,698,1
258,702,1
258,938,1
259,1746,1
260,435,1
263,1367,1
263,1466,1
263,2213,1
264,946,1
265,68,1
266,68,1
268,910,1
269,1627,1
270,798,1
271,365,1
271,1682,1
272,2081,1
273,970,1
273,996,1
274,205,1
274,605,1
274,880,1
274,995,1
274,1543,1
274,2121,1
275,2301,1
276,183,1
276,576,1
276,1735,1
276,2134,1
278,200,1
278,351,1
278,1334,1
279,12,1
280,493,1
280,636,1
280,948,1
280,1179,1
280,1419,1
280,1967,1
281,866,1
283,365,1
283,1331,1
284,2348,1
285,93,1
285,143,1
285,194,1
285,203,1
285,401,1
285,440,1
285,491,1
285,553,1
285,682,1
285,726,1
285,938,1
285,1098,1
285,1135,1
285,1142,1
285,1177,1
285,1319,1
285,1714,1
285,1721,1
285,1760,1
285,1830,1
285,1934,1
285,1937,1
285,2136,1
285,2341,1
286,524,1
287,12,1
287,107,1
287,199,1
287,203,1
287,356,1
287,536,1
287,910,1
287,996,1
287,1065,1
287,1134,1
287,1253,1
287,1538,1
287,1543,1
287,1559,1
287,1606,1
287,1618,1
287,1805,1
287,1809,1
287,2006,1
287,2132,1
287,2337,1
288,16,1
288,186,1
288,1333,1
288,1406,1
288,1508,1
288,1539,1
289,2368,1
290,234,1
290,461,1
290,546,1
290,1607,1
290,1608,1
290,1623,1
290,2362,1
291,755,1
292,515,1
293,264,1
294,1301,1
294,1562,1
295,511,1
296,22,1
296,616,1
296,2099,1
297,34,1
297,592,1
297,1062,1
297,1065,1
297,1331,1
297,2077,1
297,2373,1
298,1081,1
300,178,1
300,1378,1
301,556,1
302,1898,1
303,32,1
303,139,1
303,223,1
303,259,1
303,358,1
303,416,1
303,443,1
303,954,1
303,1046,1
303,1232,1
303,1452,1
303,1523,1
303,2069,1
303,2383,1
304,20,1
304,1507,1
306,210,1
306,489,1
306,508,1
306,580,1
306,600,1
306,1216,1
307,1098,1
307,1545,1
307,1606,1
307,2185,1
309,605,1
310,1047,1
311,2135,1
312,1282,1
313,1572,1
314,1467,1
315,101,1
315,549,1
315,629,1
315,798,1
315,869,1
315,1217,1
315,1995,1
317,1601,1
318,1051,1
319,954,1
320,307,1
321,1178,1
322,223,1
322,355,1
322,771,1
322,954,1
322,1293,1
323,592,1
323,635,1
324,1662,1
325,1065,1
326,2292,1
327,1397,1
328,2016,1
329,388,1
330,35,1
330,79,1
330,512,1
330,758,1
330,835,1
330,1035,1
330,1220,1
330,1459,1
330,1714,1
330,2173,1
330,2292,1
332,1051,1
333,2229,1
334,804,1
335,1507,1
336,17,1
336,44,1
336,175,1
336,191,1
336,823,1
336,908,1
336,1501,1
336,1508,1
336,1683,1
336,1716,1
336,2257,1
338,1238,1
338,1761,1
339,409,1
340,936,1
341,590,1
342,496,1
342,1053,1
342,1183,1
343,1057,1
344,636,1
344,1060,1
345,1205,1
345,1214,1
345,1364,1
345,1383,1
347,1183,1
348,1612,1
348,1650,1
350,857,1
350,858,1
350,1031,1
351,706,1
353,234,1
354,441,1
354,1810,1
355,386,1
356,352,1
357,347,1
357,2360,1
358,199,1
359,1619,1
361,1255,1
362,1303,1
363,2012,1
366,1216,1
367,608,1
368,9,1
368,294,1
368,2082,1
369,997,1
370,504,1
371,494,1
373,463,1
374,706,1
375,335,1
375,456,1
375,544,1
375,1181,1
375,1333,1
375,1460,1
375,1659,1
375,1889,1
375,1948,1
375,1992,1
375,2100,1
375,2344,1
376,156,1
376,1544,1
377,722,1
377,1565,1
378,629,1
379,347,1
380,487,1
380,492,1
380,508,1
380,829,1
380,1155,1
380,1336,1
380,1659,1
380,1806,1
380,2026,1
381,1365,1
381,1811,1
382,2075,1
383,2044,1
384,123,1
384,179,1
384,347,1
384,459,1
384,524,1
384,650,1
384,1103,1
384,1144,1
384,1253,1
384,1538,1
384,1544,1
384,1589,1
384,1765,1
384,2173,1
384,2374,1
385,1091,1
386,76,1
386,92,1
386,263,1
386,316,1
386,2245,1
386,2361,1
387,1280,1
388,2121,1
389,365,1
390,1299,1
391,234,1
392,2096,1
393,105,1
393,1595,1
394,743,1
396,1742,1
397,162,1
397,955,1
397,1421,1
397,1462,1
397,1505,1
397,1509,1
397,1541,1
397,2096,1
397,2336,1
398,443,1
398,510,1
398,836,1
399,13,1
399,47,1
399,57,1
399,58,1
399,101,1
399,107,1
399,108,1
399,113,1
399,129,1
399,143,1
399,146,1
399,157,1
399,161,1
399,162,1
399,168,1
399,175,1
399,176,1
399,182,1
399,191,1
399,193,1
399,201,1
399,202,1
399,203,1
399,216,1
399,217,1
399,219,1
399,223,1
399,225,1
399,228,1
399,232,1
399,233,1
399,238,1
399,247,1
399,249,1
399,281,1
399,282,1
399,289,1
399,305,1
399,306,1
399,322,1
399,348,1
399,350,1
399,356,1
399,358,1
399,365,1
399,377,1
399,388,1
399,394,1
399,406,1
399,407,1
399,408,1
399,413,1
399,415,1
399,429,1
399,443,1
399,454,1
399,462,1
399,472,1
399,497,1
399,508,1
399,509,1
399,515,1
399,519,1
399,520,1
399,521,1
399,531,1
399,544,1
399,546,1
399,556,1
399,564,1
399,589,1
399,590,1
399,595,1
399,600,1
399,611,1
399,625,1
399,636,1
399,639,1
399,643,1
399,651,1
399,665,1
399,684,1
399,687,1
399,698,1
399,701,1
399,703,1
399,704,1
399,720,1
399,748,1
399,761,1
399,791,1
399,797,1
399,800,1
399,825,1
399,826,1
399,829,1
399,835,1
399,836,1
399,838,1
399,846,1
399,847,1
399,860,1
399,861,1
399,868,1
399,890,1
399,906,1
399,910,1
399,918,1
399,953,1
399,979,1
399,984,1
399,987,1
399,995,1
399,1005,1
399,1021,1
399,1026,1
399,1029,1
399,1030,1
399,1031,1
399,1032,1
399,1039,1
399,1044,1
399,1049,1
399,1052,1
399,1065,1
399,1074,1
399,1089,1
399,1093,1
399,1094,1
399,1111,1
399,1135,1
399,1139,1
399,1147,1
399,1177,1
399,1215,1
399,1218,1
399,1225,1
399,1256,1
399,1259,1
399,1275,1
399,1276,1
399,1278,1
399,1281,1
399,1286,1
399,1293,1
399,1296,1
399,1305,1
399,1326,1
399,1327,1
399,1333,1
399,1336,1
399,1351,1
399,1370,1
399,1400,1
399,1410,1
399,1414,1
399,1417,1
399,1429,1
399,1454,1
399,1502,1
399,1507,1
399,1509,1
399,1538,1
399,1541,1
399,1547,1
399,1562,1
399,1570,1
399,1584,1
399,1590,1
399,1594,1
399,1595,1
399,1600,1
399,1602,1
399,1606,1
399,1624,1
399,1633,1
399,1636,1
399,1637,1
399,1638,1
399,1641,1
399,1650,1
399,1659,1
399,1663,1
399,1674,1
399,1675,1
399,1687,1
399,1701,1
399,1731,1
399,1736,1
399,1748,1
399,1755,1
399,1756,1
399,1763,1
399,1764,1
399,1770,1
399,1805,1
399,1807,1
399,1808,1
399,1830,1
399,1849,1
399,1869,1
399,1873,1
399,1896,1
399,1907,1
399,1910,1
399,1926,1
399,1938,1
399,1944,1
399,1950,1
399,1978,1
399,1990,1
399,1995,1
399,2036,1
399,2043,1
399,2057,1
399,2058,1
399,2059,1
399,2068,1
399,2081,1
399,2082,1
399,2093,1
399,2096,1
399,2097,1
399,2102,1
399,2103,1
399,2114,1
399,2117,1
399,2124,1
399,2130,1
399,2131,1
399,2140,1
399,2165,1
399,2170,1
399,2175,1
399,2196,1
399,2206,1
399,2212,1
399,2216,1
399,2220,1
399,2222,1
399,2235,1
399,2252,1
399,2255,1
399,2258,1
399,2262,1
399,2291,1
399,2305,1
399,2308,1
399,2325,1
399,2334,1
399,2336,1
399,2348,1
399,2359,1
399,2373,1
399,2374,1
399,2387,1
400,81,1
400,103,1
400,162,1
400,175,1
400,183,1
400,198,1
400,202,1
400,238,1
400,253,1
400,335,1
400,339,1
400,357,1
400,361,1
400,384,1
400,412,1
400,413,1
400,447,1
400,460,1
400,463,1
400,494,1
400,497,1
400,502,1
400,507,1
400,510,1
400,530,1
400,582,1
400,587,1
400,593,1
400,670,1
400,687,1
400,689,1
400,725,1
400,798,1
400,800,1
400,806,1
400,828,1
400,830,1
400,861,1
400,897,1
400,997,1
400,1007,1
400,1017,1
400,1030,1
400,1051,1
400,1052,1
400,1104,1
400,1144,1
400,1147,1
400,1168,1
400,1223,1
400,1243,1
400,1256,1
400,1286,1
400,1298,1
400,1362,1
400,1376,1
400,1424,1
400,1448,1
400,1454,1
400,1463,1
400,1510,1
400,1538,1
400,1558,1
400,1562,1
400,1595,1
400,1601,1
400,1633,1
400,1637,1
400,1675,1
400,1715,1
400,1728,1
400,1762,1
400,1787,1
400,1794,1
400,1801,1
400,1805,1
400,1827,1
400,1873,1
400,1905,1
400,1982,1
400,2057,1
400,2059,1
400,2093,1
400,2120,1
400,2174,1
400,2198,1
400,2206,1
400,2255,1
400,2291,1
400,2300,1
400,2314,1
400,2336,1
401,1612,1
401,2336,1
402,1930,1
402,1937,1
403,411,1
403,1062,1
403,2130,1
405,1821,1
406,910,1
406,1815,1
406,1884,1
406,2363,1
407,1130,1
408,181,1
408,304,1
408,508,1
408,1379,1
409,1862,1
410,2115,1
411,1186,1
411,1311,1
411,1319,1
411,1336,1
411,1337,1
411,1349,1
411,1366,1
411,1381,1
411,1387,1
411,1437,1
411,1462,1
411,1466,1
411,1489,1
411,1594,1
411,1694,1
411,1904,1
411,2032,1
411,2201,1
411,2233,1
411,2260,1
412,382,1
413,550,1
413,1946,1
413,1999,1
414,2039,1
415,2036,1
416,1216,1
417,404,1
417,1031,1
417,2363,1
418,2339,1
419,1862,1
420,596,1
420,2101,1
420,2278,1
420,2339,1
422,1855,1
423,56,1
423,114,1
423,157,1
423,164,1
423,181,1
423,231,1
423,249,1
423,459,1
423,463,1
423,532,1
423,589,1
423,617,1
423,689,1
423,742,1
423,745,1
423,756,1
423,764,1
423,765,1
423,947,1
423,1053,1
423,1223,1
423,1225,1
423,1271,1
423,1359,1
423,1487,1
423,1507,1
423,1545,1
423,1588,1
423,1606,1
423,1624,1
423,1661,1
423,1682,1
423,1700,1
423,1942,1
423,2011,1
423,2037,1
423,2340,1
424,960,1
425,1081,1
425,1310,1
426,493,1
426,1396,1
427,806,1
427,1138,1
428,191,1
429,706,1
430,1129,1
430,1258,1
431,13,1
431,2080,1
432,1720,1
434,404,1
434,647,1
435,959,1
436,743,1
436,919,1
436,950,1
436,1640,1
437,554,1
437,2106,1
438,58,1
439,309,1
439,349,1
439,411,1
439,440,1
439,863,1
439,1541,1
439,1639,1
439,2374,1
440,613,1
443,795,1
443,2367,1
444,456,1
444,497,1
444,862,1
444,949,1
444,994,1
444,1105,1
444,1146,1
444,1151,1
444,1194,1
444,1219,1
444,1314,1
444,1333,1
444,1475,1
444,1648,1
444,1695,1
444,1720,1
444,1807,1
444,1911,1
444,1941,1
444,2030,1
444,2065,1
444,2077,1
444,2126,1
444,2158,1
444,2175,1
444,2209,1
444,2260,1
